sold_date,address,location,boarea,biarea,rooms,plot,price
23 augusti 2023,Jägarvägen 13,"Romelanda, Kungälvs kommun",162.0,14.0,5.0,569.0,3900000.0
23 augusti 2023,Rosenstensvägen 2,"Kungälv, Kungälvs kommun",140.0,14.0,5.0,673.0,4800000.0
16 augusti 2023,Tröskvägen 260,"Ullstorp, Kungälvs kommun",135.0,14.0,6.0,410.0,5600000.0
16 augusti 2023,Stora Lycke 400,"Bohuslän, Kungälvs kommun",111.0,5.0,5.0,761.0,3650000.0
15 augusti 2023,Dösebacka 410,"Romelanda, Kungälvs kommun",38.0,11.0,3.0,5960.0,2300000.0
9 augusti 2023,Mantalsgatan 9,"Tega, Kungälvs kommun",175.0,35.0,7.0,1105.0,4725000.0
8 augusti 2023,Skälebräckeliden 9,"Centrum, Kungälvs kommun",113.0,85.0,4.0,1608.0,6275000.0
4 augusti 2023,Norrmannebo 700,"Romelanda, Kungälvs kommun",41.0,85.0,3.0,1182.0,1000000.0
28 juli 2023,Bokvägen 14,"Fontin, centrum, Kungälvs kommun",137.0,85.0,6.0,828.0,5100000.0
17 juli 2023,Duvesjön 228,"Romelanda, Kungälvs kommun",121.0,37.0,5.0,1150.0,4195000.0
17 juli 2023,Klintegatan 22,"Centralt, Kungälvs kommun",119.0,55.0,5.0,999.0,6500000.0
13 juli 2023,Galärgatan 2,"Kungälv Centrum, Kungälvs kommun",103.0,60.0,5.0,749.0,4300000.0
13 juli 2023,Ulvebackegatan 3,"Munkegärde, Kungälvs kommun",129.0,44.0,5.0,927.0,4850000.0
11 juli 2023,Vråstigen 4,"Överön, Kungälvs kommun",81.0,57.0,4.0,2619.0,3775000.0
7 juli 2023,Bergsvägen 11,"Rörtången/ Ödsmålsmosse, Kungälvs kommun",69.0,57.0,4.0,934.0,2000000.0
6 juli 2023,Lundby 509,"Kareby, Kungälvs kommun",166.0,57.0,6.0,1933.0,4900000.0
6 juli 2023,Kastellegårdsgatan 29,"Komarken, Kungälvs kommun",122.0,16.0,4.0,1033.0,5200000.0
4 juli 2023,Sparråsvägen 140,"Kungälv - Ytterby, Kungälvs kommun",137.0,19.0,4.0,961.0,3850000.0
4 juli 2023,Dammen 160,"Kärna, Kungälvs kommun",174.0,25.0,5.0,3234.0,3450000.0
4 juli 2023,Önneröd 220,"Kärna, Kungälvs kommun",112.0,25.0,4.0,2032.0,4200000.0
3 juli 2023,Tulpanvägen 15,"Kärna, Kungälvs kommun",105.0,140.0,4.0,914.0,3900000.0
2 juli 2023,Rubinvägen 19,"Kode, Kungälvs kommun",195.0,140.0,7.0,937.0,5050000.0
30 juni 2023,Gårdskiftegatan 5,"Ytterby, Kungälvs kommun",164.0,36.0,5.0,806.0,5250000.0
30 juni 2023,Norrmannebo 270,"Romelanda, Kungälvs kommun, Kungälvs kommun",114.0,110.0,7.0,1400.0,4300000.0
29 juni 2023,Dösebacka 120,"Romelanda, Kungälvs kommun",64.0,53.0,3.0,3824.0,2960000.0
28 juni 2023,Kärnavägen 16,"Kärna, Kungälvs kommun",171.0,83.0,7.0,695.0,4300000.0
22 juni 2023,Torp 250,"Kareby, Kungälvs kommun",159.0,48.0,4.0,1608.0,3950000.0
21 juni 2023,Korpvägen 279,"Ullstorp, Kungälvs kommun",133.0,24.0,4.0,522.0,5850000.0
21 juni 2023,Västra gatan 48,"Kungälv - Centralt, Kungälvs kommun",136.0,24.0,5.0,937.0,6500000.0
3 juni 2019,Stora Ryr 240,"Lycke, Kungälvs kommun",120.0,24.0,4.0,1071.0,3200000.0
3 juni 2019,Svartbrödragatan 6,"Komarken, Kungälvs kommun",124.0,70.0,5.0,1086.0,5035000.0
3 juni 2019,Norgårdsvägen 7,"Tjuvkil, Kungälvs kommun",102.0,57.0,4.0,808.0,3200000.0
2 juni 2019,Hammarberg 860,"Hammarberg, Kungälvs kommun",43.0,57.0,3.0,1017.0,760000.0
31 maj 2019,Korpedalsvägen 9,"Aröd, Kungälvs kommun",48.0,57.0,4.0,1317.0,3100000.0
30 maj 2019,Kareby kyrkväg 220,"Bohuslän, Kungälvs kommun",131.0,95.0,6.0,1498.0,4275000.0
30 maj 2019,Lilla Fjellsholmen 58,"Lilla Fjellsholmen, Kungälvs kommun",4.0,95.0,None,431.0,6100000.0
29 maj 2019,Krappvägen 581,"Bohuslän, Kungälvs kommun",121.0,95.0,6.0,316.0,5100000.0
28 maj 2019,Matskärsvägen 14B,"Tjuvkil, Kungälvs kommun",145.0,95.0,6.0,331.0,4500000.0
28 maj 2019,Knapegården 126,"Bohuslän, Kungälvs kommun",143.0,40.0,6.0,3842.0,4900000.0
27 maj 2019,Vallby 110,"Solberga-Kode, Kungälvs kommun",127.0,14.0,5.0,12135.0,5050000.0
24 maj 2019,Munkegärdegatan 309,"Munkegärde, Kungälvs kommun",118.0,16.0,4.0,440.0,4135000.0
21 maj 2019,Berghällsvägen 18,"Timmervik, Kungälvs kommun",73.0,16.0,4.0,1221.0,2400000.0
17 maj 2019,Solskiftegatan 33,"Ytterby, Kungälvs kommun",166.0,47.0,6.0,773.0,4600000.0
17 maj 2019,Solberga 660,"Solberga-Kode, Kungälvs kommun",162.0,47.0,5.0,1664.0,5320000.0
16 maj 2019,Aspvägen 3,"Ytterby, Kungälvs kommun",144.0,92.0,7.0,1561.0,5610000.0
16 maj 2019,Lagvägen 45,"Ytterby, Kungälvs kommun",161.0,92.0,5.0,647.0,4700000.0
14 maj 2019,Kareby kyrkväg 260,"Kareby, Kungälvs kommun",170.0,58.0,5.0,2934.0,3300000.0
14 maj 2019,Halltorpsvägen 9,"Kode, Kungälvs kommun",96.0,70.0,5.0,1293.0,3800000.0
13 maj 2019,Akvamarinvägen 6,"Kode, Kungälvs kommun",98.0,95.0,5.0,780.0,3000000.0
13 maj 2019,Norra Arödsvägen 12,"Bohuslän, Kungälvs kommun",100.0,24.0,3.0,1883.0,3100000.0
12 maj 2019,Storskiftegatan 67,"Ytterby, Kungälvs kommun",117.0,49.0,5.0,921.0,5130000.0
10 maj 2019,Tegskiftegatan 70,"Ytterby, Kungälvs kommun",117.0,117.0,7.0,1020.0,5140000.0
10 maj 2019,Oskarsberg 130,"Kareby, Kungälvs kommun",135.0,16.0,4.0,2796.0,3300000.0
9 maj 2019,Jägersberg 340,"Bohuslän, Kungälvs kommun",146.0,30.0,5.0,29613.0,5750000.0
8 maj 2019,Kristinedalsgatan 5,"Bohuslän, Kungälvs kommun",137.0,67.0,5.0,701.0,6700000.0
6 maj 2019,Kyrkeby 290,"Kärna - Harestad, Kungälvs kommun",146.0,67.0,5.0,3580.0,4510000.0
6 maj 2019,Vallvägen 12,"Kareby, Kungälvs kommun",7.0,67.0,None,2819.0,8345000.0
4 maj 2019,Ragnhildsgatan 2,"Centralt, Kungälvs kommun",115.0,53.0,5.0,775.0,4100000.0
2 maj 2019,Rådalsvägen 25,"Aröd, Kungälvs kommun",88.0,53.0,4.0,1462.0,2600000.0
30 april 2019,Prästbol 120,"Kode, Kungälvs kommun",98.0,53.0,5.0,1380.0,3400000.0
30 april 2019,Hällristningsgatan 12,"Stället, Kungälvs kommun",107.0,53.0,4.0,560.0,4450000.0
29 april 2019,Ängsgatan 28B,"Centrum, Kungälvs kommun",84.0,53.0,4.0,136.0,2800000.0
27 april 2019,Ljungvägen  28,"Ödsmålsmosse vid Rörtången, Kungälvs kommun",85.0,53.0,4.0,388.0,3300000.0
26 april 2019,Kristinedalsgatan 3,"Centrum, Kungälvs kommun",87.0,82.0,5.0,1231.0,5500000.0
24 april 2019,Broberg 120,"Tjuvkil, Kungälvs kommun",85.0,18.0,3.0,2064.0,3075000.0
19 april 2019,Hallbjörtorp 490,"Kärna, Kungälvs kommun",150.0,18.0,5.0,1497.0,4100000.0
19 april 2019,Häljeröd 400,"Romelanda, Kungälvs kommun",89.0,89.0,4.0,1181.0,2935000.0
19 april 2019,Önneröd 174,"Kärna, Kungälvs kommun",145.0,89.0,5.0,4308.0,4675000.0
18 april 2019,Grindvakten 2,"Grinden, Kungälvs kommun",121.0,89.0,4.0,396.0,3900000.0
18 april 2019,Vältvägen 515,"Ullstorp, Kungälvs kommun",121.0,89.0,5.0,371.0,5125000.0
17 april 2019,Tolleröd 160,"Kode, Kungälvs kommun",104.0,48.0,5.0,1582.0,3400000.0
15 april 2019,Bokvägen 11,"Fontin, Kungälvs kommun",112.0,17.0,5.0,600.0,5325000.0
15 april 2019,Hällristningsgatan 22,"Ytterby, Kungälvs kommun",103.0,17.0,4.0,264.0,3950000.0
14 april 2019,Kuskalundsvägen 5,"Hålta, Kungälvs kommun",75.0,20.0,3.0,1776.0,2800000.0
14 april 2019,Prästbol 185,"Aröd, Kungälvs kommun",129.0,20.0,4.0,2008.0,5400000.0
12 april 2019,Munkholmsgatan 5,"Kungälv, Kungälvs kommun",117.0,50.0,4.0,759.0,4550000.0
11 april 2019,Plommeröd 160,"Romelanda, Kungälvs kommun",59.0,50.0,3.0,1418.0,1580000.0
11 april 2019,Gunneröd 320,"Kärna Lycke, Kungälvs kommun",145.0,50.0,5.0,1144.0,3550000.0
2 april 2019,Skrivarevägen 48,"Ytterby, Kungälvs kommun",104.0,50.0,4.0,167.0,2995000.0
3 december 2014,Skälebräckeliden 8,"Kungälv - Centrum, Kungälvs kommun",125.0,85.0,8.0,1055.0,4250000.0
28 november 2014,Ängsgatan 19,"Centralt, Kungälvs kommun",145.0,62.0,9.0,626.0,3160000.0
21 november 2014,Kullegatan 10,"Centralt, Kungälvs kommun",113.0,51.0,7.0,543.0,3275000.0
20 november 2014,Tomt centrala Ytterby,"Ytterby, Kungälvs kommun",156.0,51.0,7.0,600.0,1150000.0
20 november 2014,Nolby 170,"Kode, Kungälvs kommun",203.0,55.0,6.0,7383.0,4100000.0
17 november 2014,Duvesjön 335,"Duvesjön, Kungälvs kommun",121.0,55.0,5.0,1205.0,2750000.0
17 november 2014,Kulperödsvägen 10,"Kungälv - Hålta, Kungälvs kommun",175.0,14.0,6.0,2341.0,3850000.0
16 november 2014,Häljeröd 300,"Kungälv - Romelanda, Kungälvs kommun",223.0,25.0,7.0,5647.0,5000000.0
16 november 2014,Stenåldersgatan 52,"Ytterby, Kungälvs kommun",117.0,25.0,4.0,345.0,3400000.0
14 november 2014,Rondan 8,"Ödsmålsmosse, Kungälvs kommun",125.0,29.0,5.0,1106.0,2920000.0
12 november 2014,Älvliden 2,"Kungälv, Kungälvs kommun",118.0,50.0,5.0,405.0,3450000.0
12 november 2014,Östergårdsgatan 23,"Ytterby, Kungälvs kommun",180.0,48.0,6.0,840.0,3500000.0
9 november 2014,Duvesjön 217,"Duvesjön / Kungälv, Kungälvs kommun",120.0,36.0,4.0,1091.0,3030000.0
31 oktober 2014,Dotorp 230,"Kärna, Kungälvs kommun",64.0,42.0,3.0,986.0,1800000.0
28 oktober 2014,Munkegärdegatan 251,"Kungälv, Kungälvs kommun",178.0,109.0,8.0,849.0,4325000.0
28 oktober 2014,Duvesjön 232,"Duvesjön, Kungälvs kommun",122.0,109.0,5.0,1076.0,2780000.0
23 oktober 2014,Onyxvägen 23,"Kungälv, Kode, Kungälvs kommun",155.0,109.0,7.0,514.0,2940000.0
20 oktober 2014,Västra Röd 180,"Kungälv - Harestad, Kungälvs kommun",150.0,109.0,5.0,None,5200000.0
15 oktober 2014,Snäckvägen 3,"Ödsmålsmosse, Kungälvs kommun",76.0,28.0,4.0,1213.0,2575000.0
13 oktober 2014,Tulpanvägen 1,"Kärna, Kungälvs kommun",127.0,105.0,7.0,568.0,2225000.0
9 oktober 2014,Tegskiftegatan 50,"Tega, Kungälvs kommun",112.0,57.0,5.0,856.0,3150000.0
7 oktober 2014,Gråstensvägen 26,"Kode, Kungälvs kommun",191.0,57.0,6.0,1149.0,3720000.0
2 oktober 2014,Matskärsvägen 104,"Tjuvkil (norra delen)+Baracken, Kungälvs kommun",134.0,57.0,5.0,996.0,4520000.0
26 september 2014,Idrottsgatan 26,"Marstrand, Koön, Kungälvs kommun",130.0,20.0,5.0,565.0,4075000.0
25 september 2014,Åseby 350,"Kode, Kungälvs kommun",169.0,20.0,8.0,1113.0,4850000.0
25 september 2014,Västra Röd 130,"Kärna - Harestad, Kungälvs kommun",136.0,15.0,4.0,1170.0,3100000.0
25 september 2014,Skår 170,"Kärna, Kungälvs kommun",90.0,101.0,6.0,1054.0,2500000.0
15 september 2014,Önneröd 140,"Kärna, Kungälvs kommun",110.0,110.0,None,2439.0,2050000.0
10 september 2014,Hjälmgatan 1,"Ytterby - Stället, Kungälvs kommun",96.0,8.0,3.0,444.0,2900000.0
9 september 2014,Prejelvägen 114,"Ullstorp, Kungälvs kommun",122.0,8.0,5.0,366.0,3750000.0
9 september 2014,Långåkersgatan 11,"Kungälv Centralt, Kungälvs kommun",129.0,36.0,5.0,1136.0,4700000.0
8 september 2014,Gamla Torget 10,"Kungälv Gamla Staden, Kungälvs kommun",90.0,23.0,4.0,134.0,3200000.0
8 september 2014,Stenåldersgatan 18,"Ytterby - Stället, Kungälvs kommun",103.0,23.0,4.0,297.0,3366500.0
2 september 2014,Norrmannebo 680,"Romelanda, Kungälvs kommun",172.0,71.0,7.0,4202.0,1700000.0
31 augusti 2014,Vråkärrsvägen 8,"Kungälv, Kungälvs kommun",48.0,71.0,3.0,847.0,1400000.0
28 augusti 2014,Annas Väg 14,"Kovikshamn, Kungälvs kommun",90.0,71.0,4.0,1515.0,2450000.0
26 augusti 2014,Västerhöjdsvägen 18,"Kärna, Kungälvs kommun",115.0,3.0,4.0,291.0,3100000.0
22 augusti 2014,Gategården 182,"Hålta, Kungälvs kommun",240.0,50.0,8.0,1484.0,2975000.0
22 augusti 2014,Stenhålt 130,"Romelanda, Kungälvs kommun",180.0,50.0,5.0,3824.0,3600000.0
20 augusti 2014,Västra Porten 28,"Ytterby, Kungälvs kommun",120.0,16.0,3.0,954.0,3485000.0
13 augusti 2014,Rondan 22,"Ödsmålsmosse, Kungälvs kommun",72.0,65.0,6.0,1258.0,1900000.0
8 augusti 2014,Duvesjön 338,"Kungälv - Romelanda, Kungälvs kommun",115.0,65.0,4.0,1063.0,2795000.0
2 juli 2014,Åsebyberg 725,"Åseby, Kungälvs kommun",156.0,65.0,5.0,1101.0,3525000.0
30 juni 2014,Hasselvägen 4,"Romelanda - Diseröd, Kungälvs kommun",125.0,125.0,9.0,805.0,2300000.0
25 juni 2014,Vävra 542,"Hålta, Kungälvs kommun",109.0,15.0,5.0,1106.0,2750000.0
19 juni 2014,Halleravägen 8B,"Kovikshamn, Kungälvs kommun",150.0,30.0,7.0,3419.0,6050000.0
19 juni 2014,Björkebacka 118,"Kareby, Kungälvs kommun",145.0,30.0,5.0,2372.0,3200000.0
18 juni 2014,Häljeröd 190,"Romelanda, Kungälvs kommun",84.0,79.0,5.0,7965.0,2710000.0
18 juni 2014,Hålta Annex 150,"Hålta, Kungälvs kommun",32.0,79.0,2.0,1208.0,1000000.0
17 juni 2014,Granndalen 14,"Lycke, Kungälvs kommun",62.0,79.0,4.0,1229.0,2250000.0
9 april 2015,Kristinedalsgatan 15,"Centralt, Kungälvs kommun",145.0,80.0,6.0,1191.0,4300000.0
31 mars 2015,Sköldgatan 6,"Ytterby - Stället, Kungälvs kommun",96.0,8.0,3.0,402.0,3020000.0
30 mars 2015,Almvägen 19,"Romelanda Torp, Kungälvs kommun",140.0,8.0,5.0,801.0,3110000.0
27 mars 2015,Solvagnsgatan 10,"Stället, Kungälvs kommun",139.0,12.0,5.0,405.0,4140000.0
26 mars 2015,Stora Ryr 135,"Lycke, Kungälvs kommun",194.0,12.0,8.0,1551.0,3750000.0
25 mars 2015,Tröskvägen 272,"Ullstorp, Kungälvs kommun",148.0,10.0,7.0,678.0,4870000.0
25 mars 2015,Apelvägen 13,"Romelanda, Kungälvs kommun",106.0,4.0,6.0,449.0,2850000.0
24 mars 2015,Prästvägen 715,"Romelanda, Kungälvs kommun",122.0,122.0,4.0,1025.0,3400000.0
24 mars 2015,Kovikshamn 200,"Kungälv - Kovikshamn, Kungälvs kommun",90.0,85.0,3.0,1361.0,3500000.0
24 mars 2015,Kulperödsvägen 11B,"Kungälv - Hålta, Kungälvs kommun",120.0,127.0,6.0,1007.0,5100000.0
23 mars 2015,Hallebäcksvägen 2,"Kode, Kungälvs kommun",73.0,7.0,4.0,1029.0,1500000.0
20 mars 2015,Flateby 590,"Harestad, Kungälvs kommun",114.0,65.0,3.0,3853.0,1995000.0
20 mars 2015,Fågelstigen 36,"Kungälv, Kungälvs kommun",113.0,5.0,4.0,177.0,2980000.0
19 mars 2015,Skutviksvägen 6,"Marstrand - Instön, Kungälvs kommun",90.0,5.0,3.0,1506.0,3350000.0
19 mars 2015,Munkegärdegatan 320,"Munkegärde, Kungälvs kommun",148.0,36.0,7.0,675.0,4400000.0
19 mars 2015,Ödsmål 595,"Rörtången, Kungälvs kommun",78.0,36.0,3.0,12760.0,5000000.0
18 mars 2015,Norrmannebo 740 A,"Norrmannebo, Kungälvs kommun",84.0,9.0,5.0,931.0,1350000.0
18 mars 2015,Akvamarinvägen 9,"Kode, Kungälvs kommun",107.0,9.0,5.0,745.0,2700000.0
14 mars 2015,Vävra 760,"Hålta, Kungälvs kommun",174.0,9.0,7.0,1792.0,5800000.0
11 mars 2015,Norrmannebo 800,"Norrmannebo, Kungälvs kommun",150.0,10.0,6.0,2964.0,2600000.0
6 mars 2015,Onyxvägen 4,"Kode, Kungälvs kommun",155.0,10.0,6.0,669.0,3600000.0
5 mars 2015,Kulperödsvägen 17,"Bohuslän, Kungälvs kommun",133.0,119.0,6.0,2141.0,4200000.0
5 mars 2015,Rishammarvägen 33,"Kungälv, Kungälvs kommun",112.0,119.0,4.0,1003.0,3430000.0
3 mars 2015,Duvesjön 346,"Kungälv - Romelanda, Kungälvs kommun",145.0,7.0,6.0,900.0,3250000.0
27 februari 2015,Tvetgatan 49,"Bohuslän, Kungälvs kommun",110.0,7.0,None,156.0,2100000.0
27 februari 2015,Vitsippegatan 8,"Ytterby, Kungälvs kommun",181.0,7.0,7.0,579.0,3595000.0
26 februari 2015,Hemvägen 41,"Kungälv - Romelanda, Kungälvs kommun",141.0,7.0,7.0,924.0,3610000.0
26 februari 2015,Fregattgatan 5,"Centralt, Kungälvs kommun",126.0,65.0,5.0,506.0,4300000.0
26 februari 2015,Munkholmsgatan 7,"Kungälv, Kungälvs kommun",95.0,65.0,4.0,796.0,2750000.0
26 februari 2015,Lilla Ryr 200,"Kungälv - Lycke, Kungälvs kommun",60.0,60.0,2.0,1406.0,2400000.0
21 februari 2015,Stenåldersgatan 6,"Ytterby Stället, Kungälvs kommun",104.0,60.0,4.0,318.0,3200000.0
13 februari 2015,Gullbringa 110,"Hålta, Kungälvs kommun",180.0,60.0,5.0,2068.0,3495000.0
13 februari 2015,Bärnstensvägen 1,"Kode, Kungälvs kommun",177.0,170.0,7.0,1070.0,3050000.0
12 februari 2015,Tvetgatan 123,"Kungälv, Kungälvs kommun",109.0,170.0,5.0,300.0,2450000.0
12 februari 2015,Mellan-Restad 270,"Hålta, Kungälvs kommun",160.0,14.0,5.0,1233.0,3315000.0
11 februari 2015,Alekärr 125,"Romelanda, Kungälvs kommun",120.0,14.0,3.0,1950.0,3400000.0
10 februari 2015,Hällristningsgatan 12,"Kungälv Ytterby, Kungälvs kommun",107.0,14.0,5.0,560.0,3425000.0
3 februari 2015,Tegskiftegatan 28,"Kungälv - Ytterby, Kungälvs kommun",134.0,134.0,7.0,832.0,4700000.0
28 januari 2015,Grandalen 190,"Kungälv-Svartedalen, Kungälvs kommun",105.0,60.0,3.0,1378.0,1900000.0
21 januari 2015,Stenhålt 352,"Kungälv - Romelanda, Kungälvs kommun",151.0,60.0,6.0,1630.0,3810000.0
18 januari 2015,Vävra 120,"Bohuslän, Kungälvs kommun",121.0,25.0,7.0,3352.0,2600000.0
16 januari 2015,Trankärrsliden 21,"Tveten & Skälebräcke, Kungälvs kommun",110.0,75.0,5.0,1216.0,2950000.0
16 januari 2015,Rubinvägen 19,"Kode, Kungälvs kommun",195.0,75.0,6.0,937.0,3400000.0
14 januari 2015,Åsebyberg 853,"Kode, Kungälvs kommun",137.0,75.0,5.0,1462.0,3395000.0
13 januari 2015,Lundby 475,"Kareby, Kungälvs kommun",141.0,40.0,5.0,2024.0,4000000.0
11 januari 2015,Bergkristallvägen 20,"Kode, Kungälvs kommun",127.0,40.0,5.0,572.0,3760000.0
2 januari 2015,Rosenstensvägen 43,"Bohuslän, Kungälvs kommun",135.0,40.0,None,188.0,2600000.0
20 december 2014,Åsebyberg 685,"Kode, Kungälvs kommun",115.0,40.0,3.0,1374.0,2995000.0
12 december 2014,Gårdskiftegatan 17,"Tega, Kungälvs kommun",163.0,35.0,6.0,1147.0,4050000.0
4 december 2014,Tröskvägen 260,"Ullstorp, Kungälvs kommun",140.0,35.0,6.0,410.0,4450000.0
21 augusti 2019,Olserödsgatan 16,"Olseröd, Kungälvs kommun",118.0,35.0,5.0,238.0,3875000.0
20 augusti 2019,Lysegården 110,"Romelanda, Kungälvs kommun",156.0,36.0,5.0,2899.0,3380000.0
19 augusti 2019,Vävra 433,"Hålta, Kungälvs kommun",198.0,36.0,6.0,1729.0,5300000.0
16 augusti 2019,Munkholmsgatan 2,"Komarken, Kungälvs kommun",137.0,73.0,7.0,893.0,5400000.0
16 augusti 2019,Staby 360,"Kungälv - Kärna, Kungälvs kommun",119.0,75.0,5.0,1020.0,2900000.0
16 augusti 2019,Beryllvägen 2,"Kode, Kungälvs kommun",128.0,5.0,6.0,908.0,4455000.0
16 augusti 2019,Grindvakten 27,"Kungälv Grinden, Kungälvs kommun",121.0,5.0,4.0,312.0,3750000.0
15 augusti 2019,Holm 440,"Kärna, Kungälvs kommun",131.0,13.0,5.0,1408.0,4275000.0
14 augusti 2019,Tolleröd 280,"Kungälv, Kungälvs kommun",73.0,13.0,3.0,1446.0,3330000.0
13 augusti 2019,Hasselvägen 5,"Romelanda, Kungälvs kommun",115.0,166.0,None,972.0,1900000.0
13 augusti 2019,Vetegången 15,"Centralt, Kungälvs kommun",124.0,166.0,4.0,403.0,4100000.0
12 augusti 2019,Staby 750,"Kärna, Kungälvs kommun",117.0,151.0,7.0,2787.0,4325000.0
2 augusti 2019,Solvagnsgatan 2,"Ytterby, Kungälvs kommun",164.0,12.0,5.0,484.0,5455000.0
1 augusti 2019,Aspvägen 8,"Ytterby, Kungälvs kommun",130.0,90.0,5.0,602.0,4680000.0
1 augusti 2019,Rönnvägen 17,"Diseröd, Kungälvs kommun",125.0,80.0,6.0,805.0,3500000.0
20 juli 2019,Prästvägen 990,"Diseröd, Kungälvs kommun",191.0,107.0,5.0,1941.0,5000000.0
18 juli 2019,Kulleskärsvägen,"Tjuvkil, Kungälvs kommun",142.0,107.0,6.0,410.0,4893000.0
16 juli 2019,Lilla Fjellsholmen 61,"Vedhall, Kungälvs kommun",86.0,107.0,4.0,405.0,6500000.0
12 juli 2019,Sjöhåla 120,"Kovikshamn, Kungälvs kommun",65.0,107.0,2.0,1662.0,1870000.0
11 juli 2019,Bergliden 5,"Kode, Kungälvs kommun",68.0,16.0,3.0,1945.0,2970000.0
9 juli 2019,Snäckliden 2,"Sundhammar, Kungälvs kommun",120.0,30.0,5.0,1085.0,4800000.0
5 juli 2019,Kantorvägen 5,"Bohuslän, Kungälvs kommun",125.0,30.0,5.0,574.0,3495000.0
5 juli 2019,Vävra 470,"Hålta, Kungälvs kommun",160.0,10.0,5.0,3244.0,2900000.0
5 juli 2019,Valeberg 105,"Solberga-Kode, Kungälvs kommun",98.0,55.0,4.0,2957.0,3350000.0
3 juli 2019,Ranneberg 200,"Kärna, Kungälvs kommun",66.0,63.0,4.0,3315.0,2250000.0
3 juli 2019,Bergsvägen 15,"Ödsmålsmosse/Rörtången, Kungälvs kommun",57.0,63.0,4.0,1784.0,1600000.0
2 juli 2019,Vitsippegatan 12,"Ytterby, Kungälvs kommun",179.0,21.0,6.0,535.0,4650000.0
1 juli 2019,Hanekullen 205,"Kareby, Kungälvs kommun",196.0,21.0,6.0,1885.0,4750000.0
28 juni 2019,Dotorp 250,"Kärna, Kungälvs kommun",126.0,32.0,5.0,1449.0,3825000.0
27 juni 2019,Över-Restad 210,"Hålta, Kungälvs kommun",107.0,32.0,5.0,2738.0,1700000.0
26 juni 2019,Hövdingagatan 1,"Komarken, Kungälvs kommun",163.0,160.0,6.0,1030.0,5200000.0
25 juni 2019,Ängsgatan 17,"Centralt, Kungälvs kommun",102.0,102.0,5.0,574.0,4620000.0
23 juni 2019,Ranneberg 180,"Kärna, Kungälvs kommun",95.0,55.0,5.0,1204.0,2810000.0
20 juni 2019,Bastubäcksvägen 38,"Ödsmålsmosse/Rörtången, Kungälvs kommun",63.0,55.0,3.0,767.0,2900000.0
20 juni 2019,Enskiftegatan 14,"Ytterby, Kungälvs kommun",170.0,73.0,7.0,924.0,5575000.0
20 juni 2019,Häljeröd 420,"Romelanda, Kungälvs kommun",146.0,62.0,5.0,1172.0,3800000.0
20 juni 2019,Strömgatan 3,"Ytterby, Kungälvs kommun",94.0,47.0,5.0,955.0,4750000.0
19 juni 2019,Grindslanten 14,"Grinden, Kungälvs kommun",112.7,15.0,5.0,None,3000000.0
19 juni 2019,Skogen 148,"Kareby, Kungälvs kommun",145.0,15.0,6.0,2156.0,5100000.0
15 juni 2019,Norrmannebo 200,"Romelanda, Kungälvs kommun",127.0,71.0,6.0,3500.0,3200000.0
14 juni 2019,Vråstigen 2,"Bohuslän, Kungälvs kommun",95.0,35.0,6.0,1661.0,3300000.0
14 juni 2019,Skårby 590,"Kareby, Kungälvs kommun",65.0,10.0,2.0,1132.0,2350000.0
13 juni 2019,Blåsippegatan 14,"Ytterby, Kungälvs kommun",201.0,10.0,6.0,833.0,4000000.0
12 juni 2019,Granndalen 19,"Lycke, Kungälvs kommun",49.0,10.0,4.0,1421.0,1700000.0
11 juni 2019,Länsmansvägen 28,"Ytterby, Kungälvs kommun",127.0,51.0,6.0,862.0,4707000.0
10 juni 2019,Nordön 180,"Tjuvkil, Kungälvs kommun",80.0,80.0,5.0,1587.0,4850000.0
7 juni 2019,Barlinds väg  7,"Marstrand, Kungälvs kommun",90.0,80.0,5.0,1527.0,4490000.0
7 juni 2019,Skårby 985,"Bohuslän, Kungälvs kommun",165.6,80.0,5.0,1655.0,4750000.0
5 juni 2019,Brunskär 510,"Kärna, Kungälvs kommun",90.0,15.0,4.0,365.0,4250000.0
4 juni 2019,Kastellegårdsvägen 220,"Kastellegården, Kungälvs kommun",4.0,15.0,None,1450.0,4050000.0
20 maj 2020,Krokens väg 22,"Tjuvkil (västra delen)+Kroken, Kungälvs kommun",122.0,72.0,6.0,1320.0,5900000.0
19 maj 2020,Bäckliden 10,"Kungälv, Kungälvs kommun",169.0,79.0,7.0,500.0,7700000.0
18 maj 2020,Tronnum 260,"Kärna, Kungälvs kommun",106.0,79.0,3.0,1229.0,3500000.0
16 maj 2020,Rishammarvägen 12,"Kungälv, Kungälvs kommun",185.0,26.0,7.0,747.0,6000000.0
14 maj 2020,Åkerhög 410,"Vedhall, Kungälvs kommun",147.0,26.0,4.0,842.0,5000000.0
13 maj 2020,Grandalen 110,"Duvesjön, Kungälvs kommun",66.0,26.0,2.0,1121.0,2300000.0
13 maj 2020,Kållen 140,"Romelanda, Kungälvs kommun",96.0,25.0,4.0,2207.0,3200000.0
12 maj 2020,Kärnavägen 1,"Kärna, Kungälvs kommun",159.0,90.0,8.0,668.0,4300000.0
12 maj 2020,Hamngatan 3,"Kungälv centralt, Kungälvs kommun",144.0,76.0,6.0,620.0,6100000.0
12 maj 2020,Kvarnvägen 41,"Bohuslän, Kungälvs kommun",111.0,45.0,5.0,1194.0,3650000.0
