sold_date,address,location,boarea,biarea,rooms,plot,price
1 december 2018,Hammar 375,"Bohuslän, Kungälvs kommun",98.0,65.0,6.0,2371.0,4630000.0
29 november 2018,Skogsvägen  20,"Ingetorp, Kungälvs kommun",101.0,65.0,5.0,1318.0,2715000.0
29 november 2018,Harkeröd 310,"Hålta, Kungälvs kommun",71.0,59.0,5.0,1245.0,3050000.0
28 november 2018,Prästbol 165,"Aröd, Kungälvs kommun",171.0,59.0,6.0,2805.0,5700000.0
27 november 2018,Duvesjön 374,"Duvesjön, Kungälvs kommun",110.0,59.0,4.0,1000.0,3590000.0
26 november 2018,Ulvebackegatan 28,"Bohuslän, Kungälvs kommun",128.0,32.0,6.0,793.0,4750000.0
23 november 2018,Hammar 310,"Bohuslän, Kungälvs kommun",124.0,32.0,5.0,1035.0,3200000.0
23 november 2018,Rostock 364,"Romelanda, Kungälvs kommun",140.4,32.0,5.0,1148.0,5100000.0
23 november 2018,Stenåldersgatan 6,"Ytterby, Kungälvs kommun",104.0,32.0,4.0,318.0,3725000.0
21 november 2018,Torp 310,"Kareby, Kungälvs kommun",149.0,78.0,6.0,3051.0,4300000.0
21 november 2018,Tyftervägen 20,"Bohuslän, Kungälvs kommun",154.0,13.0,5.0,572.0,4300000.0
20 november 2018,Harkvägen 357,"Ullstorp, Kungälvs kommun",111.0,13.0,4.0,572.0,5000000.0
18 november 2018,Grindklykan 27,"Grinden, Kungälvs kommun",112.0,13.0,4.0,546.0,4400000.0
18 november 2018,Häggvägen 10,"Ytterby, Kungälvs kommun",101.0,101.0,5.0,851.0,4170000.0
18 november 2018,Hemmansgatan 11,"Tega, Kungälvs kommun",133.0,11.0,5.0,756.0,3900000.0
14 november 2018,Komministergatan 3,"Kungälv - Centrum, Kungälvs kommun",120.0,80.0,7.0,678.0,5950000.0
12 november 2018,Djupuddsvägen  30,"Instön, Kungälvs kommun",135.0,15.0,3.0,1336.0,4800000.0
9 november 2018,Staby 130,"Kärna, Kungälvs kommun",109.0,82.0,5.0,9529.0,4020000.0
9 november 2018,Munkegärdegatan 253,"Munkegärde, Kungälvs kommun",134.0,110.0,7.0,899.0,5750000.0
9 november 2018,Rosenstensvägen 6,"Kode, Kungälvs kommun",123.0,110.0,5.0,485.0,3700000.0
5 november 2018,Nerebyskogens väg 14,"Kärna - Harestad, Kungälvs kommun",33.0,110.0,2.0,1821.0,1380000.0
1 november 2018,Bergåsvägen 22,"Ytterby, Kungälvs kommun",153.0,40.0,7.0,710.0,4500000.0
30 oktober 2018,Nordängen 10,"Sundhammar, Kungälvs kommun",174.0,16.0,5.0,1331.0,4900000.0
29 oktober 2018,Apelviksgatan 7,"Centrum, Kungälvs kommun",125.0,125.0,5.0,445.0,4750000.0
29 oktober 2018,Ranneberg 170,"Romelanda, Kungälvs kommun",90.0,125.0,4.0,1265.0,1960000.0
28 oktober 2018,Vesslegatan 3,"Olseröd, Kungälvs kommun",131.0,12.0,4.0,376.0,4500000.0
26 oktober 2018,Bärnstensvägen 6,"Kode, Kungälvs kommun",93.0,92.0,5.0,1009.0,3250000.0
26 oktober 2018,Solvagnsgatan 7,"Kungälv, Kungälvs kommun",137.0,8.0,6.0,362.0,5175000.0
25 oktober 2018,Hallsbrovägen 3,"Bohuslän, Kungälvs kommun",74.0,8.0,3.0,1801.0,2500000.0
24 oktober 2018,Tjäderstigen 8,"Centralt - Kungälv, Kungälvs kommun",126.0,8.0,4.0,362.0,4300000.0
23 oktober 2018,Tegskiftegatan 50,"Ytterby, Kungälvs kommun",112.0,57.0,5.0,856.0,4000000.0
22 oktober 2018,Fontinvägen 12,"Centralt - Kungälv, Kungälvs kommun",231.0,57.0,9.0,1269.0,6600000.0
19 oktober 2018,Skårby station 355,"Kareby, Kungälvs kommun",150.0,57.0,4.0,2260.0,4140000.0
25 oktober 2019,Hasselvägen 5,"Romelanda, Kungälvs kommun",115.0,166.0,None,972.0,4060000.0
25 oktober 2019,Häradsvägen 82,"Ytterby, Kungälvs kommun",130.0,166.0,7.0,361.0,4350000.0
25 oktober 2019,Fridhemsgatan 23,"Centralt, Kungälvs kommun",134.0,40.0,6.0,738.0,5250000.0
24 oktober 2019,Slånbärsvägen 6,"Kungälv - Centralt, Kungälvs kommun",156.0,40.0,7.0,1010.0,5750000.0
23 oktober 2019,Hasselvägen 1,"Diseröd, Kungälvs kommun",106.0,106.0,6.0,1032.0,3825000.0
23 oktober 2019,Solhultsgatan 18,"Centralt, Kungälvs kommun",152.0,72.0,6.0,555.0,4795000.0
21 oktober 2019,Glöskär 950,"Kungälv - Kärna, Kungälvs kommun",190.0,50.0,7.0,17790.0,6000000.0
19 oktober 2019,Östergårdsgatan 25,"Ytterby, Kungälvs kommun",177.0,50.0,7.0,831.0,4695000.0
18 oktober 2019,Romelandavägen 112,"Centralt, Kungälvs kommun",75.0,30.0,4.0,371.0,2695000.0
17 oktober 2019,Myrebackavägen 102,"Bohuslän, Kungälvs kommun",129.0,30.0,5.0,2531.0,4535000.0
16 oktober 2019,Duvesjön 180,"Romelanda, Kungälvs kommun",47.0,30.0,2.0,1650.0,2115000.0
11 oktober 2019,Kungälvsvägen 22,"Centralt, Kungälvs kommun",77.0,46.0,5.0,1548.0,3760000.0
11 oktober 2019,Håltet 140,"Kareby, Kungälvs kommun",132.0,46.0,5.0,2219.0,4010000.0
4 oktober 2019,Länsmansvägen 30,"Ytterby, Kungälvs kommun",133.0,55.0,5.0,972.0,4650000.0
2 oktober 2019,Gamla Trollhättevägen 11,"Centralt, Kungälvs kommun",60.0,36.0,3.0,654.0,3700000.0
1 oktober 2019,Veneröd 430,"Hålta, Kungälvs kommun",92.0,36.0,4.0,1376.0,3395000.0
28 september 2019,Bäckgatan 16,"Kungälv - Centrum, Kungälvs kommun",135.0,65.0,4.0,732.0,5700000.0
27 september 2019,Topasvägen 11,"Bohuslän, Kungälvs kommun",103.0,95.0,6.0,742.0,3750000.0
26 september 2019,Mantalsgatan 17,"Ytterby, Kungälvs kommun",189.0,23.0,6.0,986.0,4800000.0
26 september 2019,Grindvakten 25,"Grinden, Kungälvs kommun",127.0,23.0,3.0,473.0,3850000.0
25 september 2019,Solbräcke 1:47,"Kungälv, Kungälvs kommun",None,23.0,None,708.0,1000000.0
25 september 2019,Solbräcke 1:46,"Kungälv, Kungälvs kommun",None,23.0,None,784.0,1000000.0
25 september 2019,Solbräcke 1:45,"Kungälv, Kungälvs kommun",None,23.0,None,976.0,1000000.0
25 september 2019,Solbräcke 1:44,"Bohuslän, Kungälvs kommun",None,23.0,None,882.0,1000000.0
25 september 2019,Lundby 340,"Kungälv - Kareby, Kungälvs kommun",147.0,23.0,6.0,1648.0,4100000.0
23 september 2019,Teggatan 8,"Fridhemskullen, Kungälvs kommun",177.0,21.0,5.0,759.0,5900000.0
19 september 2019,Skårsäng 39,"Kärna, Kungälvs kommun",114.0,21.0,5.0,473.0,4400000.0
18 september 2019,Mellan-Restad 380,"Bohuslän, Kungälvs kommun",140.0,15.0,6.0,3583.0,5025000.0
16 september 2019,Dösebacka 620,"Romelanda, Kungälvs kommun",91.0,76.0,5.0,1498.0,3295000.0
15 september 2019,Solhultsgatan 21,"Komarken, Kungälvs kommun",173.0,127.0,7.0,560.0,4900000.0
13 september 2019,Mycklaborgsgatan 10,"Komarken, Kungälvs kommun",190.0,76.0,9.0,1110.0,5756725.0
12 september 2019,Gamla Trollhättevägen 16,"Kungälv, Kungälvs kommun",80.0,30.0,4.0,524.0,3300000.0
11 september 2019,Jägersberg 242,"Kode, Kungälvs kommun",121.0,30.0,5.0,1864.0,4200000.0
6 september 2019,Åkerhög 180,"Vedhall, Kungälvs kommun",142.0,30.0,5.0,1057.0,3650000.0
5 september 2019,Duvesjön 213,"Kungälv -Duvesjön, Kungälvs kommun",120.0,30.0,4.0,909.0,4000000.0
5 september 2019,Lundby 250,"Kungälv - Kareby, Kungälvs kommun",151.0,30.0,6.0,1873.0,4575000.0
3 september 2019,Briljantvägen 22,"Bohuslän, Kungälvs kommun",150.0,30.0,6.0,575.0,4210000.0
3 september 2019,Täljstensgatan 5,"Ytterby, Kungälvs kommun",104.0,19.0,4.0,356.0,4510000.0
1 september 2019,Hövdingagatan 7,"Komarken, Kungälvs kommun",132.0,48.0,7.0,655.0,4275000.0
31 augusti 2019,Lundby 460,"Kareby, Kungälvs kommun",140.0,38.0,5.0,1825.0,3790000.0
31 augusti 2019,Marias väg 32,"Aröd, Kungälvs kommun",85.0,38.0,4.0,1058.0,3325000.0
29 augusti 2019,Skäggstorp 120,"Kode, Kungälvs kommun",51.0,43.0,4.0,1756.0,2240000.0
28 augusti 2019,Bergkristallvägen 23,"Kode, Kungälvs kommun",130.0,43.0,5.0,504.0,4500000.0
28 augusti 2019,Stora Risby 530,"Hålta, Kungälvs kommun",62.0,53.0,4.0,925.0,3000000.0
25 augusti 2019,Nordängen 10,"Sundhammar, Kungälvs kommun",174.0,18.0,5.0,1331.0,5000000.0
24 augusti 2019,Lefstadvägen 31,"Kärna, Kungälvs kommun",130.0,18.0,5.0,881.0,4150000.0
24 augusti 2019,Diamantvägen 54,"Kode, Kungälvs kommun",155.0,18.0,6.0,560.0,3820000.0
23 augusti 2019,Råckeröd 170,"Kärna, Kungälvs kommun",210.0,85.0,7.0,2388.0,4550000.0
23 augusti 2019,Gustavsbergsvägen 17,"Tega, Kungälvs kommun",111.0,85.0,4.0,1360.0,4330000.0
22 augusti 2019,Hammarhöjden 650,"Kode, Kungälvs kommun",68.0,85.0,4.0,1157.0,2650000.0
19 januari 2020,Sundviksvägen 36,"Tjuvkil/lycke, Kungälvs kommun",117.0,85.0,5.0,533.0,5495000.0
18 januari 2020,Kungälvsvägen 51,"Grinden, Kungälvs kommun",89.0,85.0,4.0,215.0,4100000.0
17 januari 2020,Norrmannebo 540,"Norrmannebo, Kungälvs kommun",115.0,55.0,5.0,4495.0,3420000.0
17 januari 2020,Hallebäcksvägen 18,"Timmervik, Kungälvs kommun",62.0,55.0,3.0,1336.0,2215000.0
17 januari 2020,Gråstensvägen 11,"Kode, Kungälvs kommun",125.0,80.0,8.0,1628.0,3150000.0
15 januari 2020,Guntorpsvägen 24,"Kode, Kungälvs kommun",110.0,152.0,6.0,1065.0,5000000.0
10 januari 2020,Västerängen 5,"Ytterby, Kungälvs kommun",106.0,44.0,6.0,1046.0,5175000.0
10 januari 2020,Munkegärdegatan 339,"Kungälv, Kungälvs kommun",117.0,44.0,5.0,659.0,5100000.0
9 januari 2020,Holm 230,"Kovikshamn, Kungälvs kommun",155.0,7.0,7.0,2861.0,5875000.0
3 januari 2020,Opalvägen 10,"Kode, Kungälvs kommun",130.0,50.0,5.0,712.0,2900000.0
27 december 2019,Ön 170,"Kareby, Kungälvs kommun",120.0,84.0,5.0,3272.0,3500000.0
27 december 2019,Bräcke 106,"Kärna, Kungälvs kommun",127.0,84.0,4.0,2070.0,4600000.0
22 december 2019,Solrosvägen 7,"Kärna, Kungälvs kommun",138.0,90.0,5.0,592.0,4375000.0
20 december 2019,Broberg 190,"Tjuvkil/Lycke, Kungälvs kommun",67.0,90.0,4.0,1755.0,1850000.0
20 december 2019,Prejelvägen 120,"Kungälv, Kungälvs kommun",122.0,90.0,None,314.0,5100000.0
20 december 2019,Matskärsvägen 2,"Kungälv - Tjuvkil, Kungälvs kommun",130.0,90.0,4.0,594.0,4650000.0
20 december 2019,Dannemarksgatan 42,"Ytterby, Kungälvs kommun",148.0,90.0,6.0,641.0,5400000.0
15 december 2019,Spaghamnsvägen 15,"Tjuvkil/Lycke, Kungälvs kommun",114.0,90.0,3.0,1407.0,6500000.0
12 december 2019,Lilla Fjellsholmen 6,"Lilla Fjellsholmen, Kungälvs kommun",86.0,90.0,4.0,400.0,6900000.0
11 december 2019,Ulvesund 438,"Ytterby, Kungälvs kommun",90.0,90.0,5.0,760.0,4500000.0
9 december 2019,Hallbjörtorp 200,"Hallbjörtorp, Kungälvs kommun",90.0,90.0,3.0,1458.0,1000000.0
6 december 2019,Bergåsvägen 6B,"Ytterby, Kungälvs kommun",141.0,29.0,5.0,1021.0,5400000.0
3 december 2019,Settungsvägen 44,"Ullstorp, Kungälvs kommun",120.0,25.0,5.0,583.0,5100000.0
30 november 2019,Skurhagagatan 4,"Kungälv - Centrum, Kungälvs kommun",190.0,75.0,7.0,798.0,5300000.0
28 november 2019,Rörmossevägen 130,"Bohuslän, Kungälvs kommun",145.0,113.0,5.0,1200.0,4480000.0
28 november 2019,Törnrosgatan 10,"Ytterby, Kungälvs kommun",136.0,76.0,7.0,1030.0,5375000.0
27 november 2019,Vävra 542,"Hålta, Kungälvs kommun",109.0,15.0,6.0,1106.0,4550000.0
25 november 2019,Vallby 110,"Solberga-Kode, Kungälvs kommun",127.0,14.0,5.0,12135.0,5100000.0
22 november 2019,Olsåker 200,"Kareby, Kungälvs kommun",106.0,156.0,6.0,1673.0,3600000.0
22 november 2019,Enekullsvägen 6,"Ytterby, Kungälvs kommun",170.0,94.0,8.0,1160.0,6900000.0
21 november 2019,Åsebyberg 655,"Åsebyberg, Kungälvs kommun",35.0,94.0,2.0,2854.0,2080000.0
20 november 2019,Ljungvägen 40,"Ödsmålsmosse vid Rörtången, Kungälvs kommun",65.0,94.0,3.0,1016.0,2295000.0
20 november 2019,Bergkristallvägen 18,"Kode, Kungälvs kommun",127.0,94.0,6.0,608.0,4450000.0
20 november 2019,Solberga 870,"Kode, Kungälvs kommun",104.0,38.0,3.0,1272.0,3420000.0
16 november 2019,Kuskalundsvägen 35,"Vävra, Kungälvs kommun",63.0,38.0,3.0,2104.0,2450000.0
16 november 2019,Trankärr 170,"Trankärr, Kungälvs kommun",86.0,60.0,3.0,1002.0,3880000.0
13 november 2019,Granndalen 13,"Kärna, Kungälvs kommun",81.0,10.0,4.0,1093.0,2100000.0
13 november 2019,Solbräcke / Ullstorp,"Kungälv, Kungälvs kommun",148.0,10.0,6.0,784.0,4950000.0
13 november 2019,Grindklykan 9,"Kungälv, Kungälvs kommun",121.0,10.0,4.0,729.0,3900000.0
6 november 2019,Täljstensgatan 4,"Ytterby, Kungälvs kommun",70.0,12.0,3.0,478.0,3100000.0
6 november 2019,Duvesjön 357,"Romelanda, Kungälvs kommun",169.0,60.0,9.0,1054.0,4625000.0
1 november 2019,,"Kungälv, Kungälvs kommun",None,60.0,None,708.0,1251360.0
1 november 2019,Kulperödsvägen 39,"Gullbringa, Kungälvs kommun",129.0,60.0,4.0,1192.0,2900000.0
1 november 2019,Topasvägen 13,"Kode, Kungälvs kommun",130.0,95.0,6.0,782.0,4500000.0
30 oktober 2019,Råckeröd 180,"Kärna, Kungälvs kommun",90.0,95.0,None,3183.0,1000000.0
30 oktober 2019,Enebacksvägen 10,"Kode, Kungälvs kommun",69.0,36.0,4.0,1051.0,2720000.0
30 oktober 2019,Lerskärsvägen 11,"Tjuvkil, Kungälvs kommun",63.0,75.0,3.0,1065.0,2830000.0
29 oktober 2019,Jägersberg 350,"Kode, Kungälvs kommun",94.0,32.0,4.0,4120.0,3405000.0
29 oktober 2019,Lilla Fjellsholmen 16,"Lilla Fjellsholmen, Kungälvs kommun",86.0,32.0,4.0,435.0,7500000.0
29 oktober 2019,Häradsvägen 92,"Ytterby centralt, Kungälvs kommun",130.0,32.0,5.0,386.0,3595000.0
1 april 2019,Brunnefjällsvägen  18,"Kärna, Kungälvs kommun",83.0,32.0,3.0,1196.0,3000000.0
1 april 2019,Dannemarksgatan 4,"Tega - Ytterby, Kungälvs kommun",112.0,151.0,6.0,990.0,4710000.0
31 mars 2019,Alekärr 110,"Diseröd, Kungälvs kommun",118.0,149.0,6.0,1611.0,3500000.0
29 mars 2019,Duvesjön 460,"Duvesjön, Kungälvs kommun",64.0,149.0,3.0,1986.0,2260000.0
25 mars 2019,Solvagnsgatan 22,"Ytterby - Stället, Kungälvs kommun",139.0,12.0,5.0,370.0,5000000.0
25 mars 2019,Lagvägen 27,"Ytterby, Kungälvs kommun",110.0,38.0,6.0,692.0,3810000.0
21 mars 2019,Grannebydal 260,"Hålta, Kungälvs kommun",120.0,38.0,4.0,1574.0,2300000.0
17 mars 2019,Solvagnsgatan 32,"Ytterby, Kungälvs kommun",138.0,38.0,5.0,385.0,5200000.0
15 mars 2019,Hammar 510,"Kode, Kungälvs kommun",143.0,140.0,None,3324.0,3900000.0
13 mars 2019,Skolstigen 2,"Kungälv, Kungälvs kommun",150.0,20.0,7.0,1080.0,4570000.0
6 mars 2019,Munkegärdegatan 99,"Blodriskan, Kungälvs kommun",134.0,25.0,5.0,345.0,4350000.0
4 mars 2019,Kyrkeby 220,"Harestad, Kungälvs kommun",109.0,25.0,4.0,6999.0,4750000.0
1 mars 2019,Kulperödsvägen 35,"Bohuslän, Kungälvs kommun",143.0,25.0,5.0,3089.0,4050000.0
28 februari 2019,Tjäderstigen  4,"Kungälv - Centralt, Kungälvs kommun",126.0,25.0,4.0,362.0,4285000.0
28 februari 2019,Flateby 450,"Harestad, Kungälvs kommun",163.0,118.0,8.0,1351.0,3630000.0
27 februari 2019,Bergkristallvägen 18,"Kode, Kungälvs kommun",127.0,118.0,6.0,608.0,4400000.0
27 februari 2019,Prästvägen 710,"Romelanda, Kungälvs kommun",166.0,20.0,8.0,1034.0,4300000.0
24 februari 2019,Granndalen 14,"Bohuslän, Kungälvs kommun",70.0,54.0,4.0,1229.0,2995000.0
22 februari 2019,Ranneberg  154,"Kärna, Kungälvs kommun",165.0,54.0,4.0,2381.0,5200000.0
21 februari 2019,Kvarnvägen 22,"Kode, Kungälvs kommun",68.0,68.0,5.0,1318.0,3570000.0
18 februari 2019,Lingonvägen 43,"Centralt, Kungälvs kommun",126.0,68.0,5.0,383.0,4050000.0
15 februari 2019,Hamngatan 11,"Centralt, Kungälvs kommun",84.0,94.0,3.0,636.0,4890000.0
14 februari 2019,Rönnvägen  22,"Romelanda, Kungälvs kommun",108.0,70.0,5.0,823.0,3375000.0
14 februari 2019,Lyckevägen  9,"Kärna, Kungälvs kommun",190.0,150.0,9.0,2284.0,4300000.0
14 februari 2019,Ekvägen 12,"Ytterby, Kungälvs kommun",125.0,83.0,6.0,770.0,4000000.0
13 februari 2019,Rostock 362,"Bohuslän, Kungälvs kommun",131.5,83.0,5.0,1070.0,4650000.0
12 februari 2019,Tjuvkil 460,"Tjuvkil, Kungälvs kommun",115.0,20.0,4.0,1231.0,3900000.0
11 februari 2019,Sjöhed 310,"Kärna - Harestad, Kungälvs kommun",103.0,81.0,5.0,1208.0,3700000.0
11 februari 2019,Galärgatan 3,"Komarken, Kungälvs kommun",108.0,65.0,4.0,628.0,4200000.0
8 februari 2019,Bastövägen 4,"Överön - Kärna, Kungälvs kommun",100.0,60.0,6.0,2786.0,4995000.0
7 februari 2019,Furuvägen 1,"Diseröd, Kungälvs kommun",108.0,32.0,5.0,742.0,2795000.0
7 februari 2019,Prejelvägen 112,"Centrum, Kungälvs kommun",142.0,32.0,5.0,382.0,5300000.0
4 februari 2019,Hallsbrovägen  14,"Kärna, Kungälvs kommun",145.0,61.0,6.0,2108.0,3700000.0
1 februari 2019,Nämndemansvägen  12,"Ytterby, Kungälvs kommun",152.0,61.0,6.0,680.0,3895000.0
1 februari 2019,Lyckevägen 3,"Kärna, Kungälvs kommun",120.0,72.0,5.0,2857.0,3770000.0
1 februari 2019,Häradsvägen 24,"Ytterby, Kungälvs kommun",130.0,72.0,5.0,342.0,3387500.0
30 januari 2019,Backsippegatan  4,"Ytterby - Tornhaga, Kungälvs kommun",115.0,72.0,5.0,577.0,3300000.0
30 januari 2019,Rishammar 262,"Kareby, Kungälvs kommun",186.0,72.0,6.0,5205.0,4550000.0
27 januari 2019,Vitsippegatan 4,"Ytterby - Tornhaga, Kungälvs kommun",189.0,72.0,8.0,626.0,4700000.0
24 januari 2019,Galeasgatan 17,"Centrum, Kungälvs kommun",189.0,100.0,6.0,574.0,5425000.0
22 januari 2019,Vältvägen 509,"Ullstorp, Kungälvs kommun",105.0,100.0,4.0,319.0,4550000.0
21 januari 2019,Gategården 250,"Hålta, Kungälvs kommun",140.0,26.0,5.0,1500.0,3990000.0
21 januari 2019,Rondan 37,"Ödsmåls mosse/Rörtången, Kungälvs kommun",80.0,26.0,4.0,1617.0,2850000.0
20 januari 2019,Kantorvägen 3,"Diseröd centrum, Kungälvs kommun",165.0,14.0,5.0,761.0,4100000.0
19 januari 2019,Hemvägen  15,"Romelanda, Kungälvs kommun",119.0,19.0,5.0,398.0,3550000.0
18 januari 2019,Tvetgatan 43,"Tveten, Kungälvs kommun",109.0,19.0,5.0,156.0,3450000.0
17 januari 2019,Rörmossevägen  120,"Bohuslän, Kungälvs kommun",170.0,81.0,5.0,4070.0,4575000.0
15 januari 2019,Parkgatan 11,"Bohuslän, Kungälvs kommun",260.0,81.0,9.0,513.0,6700000.0
11 januari 2019,Kristiansborg 170,"Tjuvkil, Kungälvs kommun",77.0,55.0,6.0,1295.0,3700000.0
8 januari 2019,Vena 328,"Ytterby - Vena, Kungälvs kommun",125.0,55.0,5.0,1520.0,4100000.0
17 november 2015,Skårby Station 452,"Kareby, Kungälvs kommun",122.0,55.0,2.0,2963.0,3500000.0
9 november 2015,Bergliden 20,"Aröd, Kungälvs kommun",65.0,36.0,3.0,1322.0,2210000.0
8 november 2015,Plogvägen 184,"Kungälv Ullstorp, Kungälvs kommun",122.0,36.0,5.0,363.0,4410000.0
3 november 2015,Hällristningsgatan 8,"Ytterby, Kungälvs kommun",103.0,36.0,None,262.0,3500000.0
2 november 2015,Jörlandavägen 3,"Kode, Kungälvs kommun",115.0,48.0,5.0,1165.0,2325000.0
2 november 2015,Häljeröd 320,"Romelanda, Kungälvs kommun",144.0,24.0,5.0,5814.0,3950000.0
30 oktober 2015,Rådmansgatan 13,"Centrum, Kungälvs kommun",92.0,92.0,5.0,636.0,4900000.0
30 oktober 2015,Lundby 180,"Kareby, Kungälvs kommun",200.0,63.0,7.0,1518.0,3400000.0
30 oktober 2015,Vedhallsvägen 8,"Kärna, Kungälvs kommun",116.0,72.0,6.0,1864.0,2250000.0
23 oktober 2015,Guddeby 250,"Ytterby, Kungälvs kommun",174.0,72.0,8.0,1733.0,4000000.0
23 oktober 2015,Kareby Kyrkväg 340,"Kareby, Kungälvs kommun",183.0,72.0,5.0,1010.0,2950000.0
22 oktober 2015,Stora Ryr 280,"Bohuslän, Kungälvs kommun",96.0,15.0,3.0,2254.0,1950000.0
20 oktober 2015,Fontinvägen 22,"Kungälv - Centrum, Kungälvs kommun",130.0,140.0,8.0,1034.0,5900000.0
19 oktober 2015,Gamla Trollhättevägen 22,"Kungälv, Kungälvs kommun",65.0,60.0,2.0,1246.0,2000000.0
18 oktober 2015,Settungsvägen 36,"Kungälv Ullstorp, Kungälvs kommun",140.0,20.0,6.0,362.0,4800000.0
16 oktober 2015,Bergåsvägen 21,"Ytterby Tunge, Kungälvs kommun",130.0,70.0,6.0,972.0,3570000.0
14 oktober 2015,Kämpegatan 5,"Kungälv Centralt, Kungälvs kommun",107.0,105.0,6.0,842.0,3850000.0
14 oktober 2015,Häljeröd 330,"Kungälv, Kungälvs kommun",145.0,5.0,6.0,6686.0,4055500.0
14 oktober 2015,Mjölnarvägen 14,"Romelanda, Kungälvs kommun",124.0,85.0,5.0,820.0,3200000.0
13 oktober 2015,Hjälmgatan 9,"Ytterby, Kungälvs kommun",96.0,6.0,3.0,467.0,3225000.0
12 oktober 2015,Rävo 130,"Hålta, Kungälvs kommun",114.0,114.0,5.0,5500.0,4350000.0
8 oktober 2015,Veneröd 540,"Hålta, Kungälvs kommun",250.0,114.0,7.0,1982.0,4065000.0
8 oktober 2015,Ulvesund 110,"Ytterby, Kungälvs kommun",153.0,50.0,4.0,3024.0,3200000.0
7 oktober 2015,Helgonagatan 50,"Munkegärde, Kungälvs kommun",117.0,50.0,4.0,1675.0,2416667.0
7 oktober 2015,Bärnstensvägen 11,"Kode, Kungälvs kommun",98.0,75.0,6.0,1005.0,3195000.0
28 september 2015,Rosenstensvägen 11,"Kode, Kungälvs kommun",140.0,15.0,5.0,562.0,3350000.0
26 september 2015,Gårdskiftegatan 13,"Ytterby - Tega, Kungälvs kommun",140.0,15.0,5.0,1034.0,3995000.0
26 september 2015,Storskiftegatan 96,"Ytterby Tega Kungälv, Kungälvs kommun",140.0,15.0,5.0,810.0,4050000.0
24 september 2015,Ingetorp 130,"Kode, Kungälvs kommun",120.0,60.0,5.0,1874.0,3050000.0
22 september 2015,Solvagnsgatan 42,"Ytterby - Stället, Kungälvs kommun",138.0,12.0,5.0,401.0,4325000.0
21 september 2015,Settungsvägen 42,"Ullstorp, Kungälvs kommun",149.0,12.0,7.0,620.0,4900000.0
17 september 2015,Häljeröd 250,"Romelanda, Kungälvs kommun",108.0,12.0,6.0,7088.0,2995000.0
17 september 2015,Tofta 330,"Tofta, Kungälvs kommun",110.0,12.0,5.0,2927.0,6700000.0
16 september 2015,Stämmdalen 120,"Lycke, Kungälvs kommun",96.0,66.0,5.0,1104.0,1895000.0
13 september 2015,Lökebergsvägen 27,"Kungälv Lökeberg, Kungälvs kommun",120.0,45.0,5.0,1198.0,3840000.0
11 september 2015,Brunnefjäll 180,"Kärna Vedhall, Kungälvs kommun",143.0,60.0,5.0,1887.0,3470000.0
10 september 2015,Häljeröd 270,"Romelanda - Diseröd, Kungälvs kommun",111.0,88.0,6.0,3100.0,2495000.0
10 september 2015,Buderöd 160,"Kode, Kungälvs kommun",118.0,84.0,5.0,22600.0,4075000.0
9 september 2015,Tegskiftegatan 48,"Ytterby Tega Kungälv, Kungälvs kommun",157.0,102.0,9.0,1083.0,4950000.0
3 september 2015,Broberg 130,"Bohuslän, Kungälvs kommun",130.0,37.0,6.0,2400.0,3425000.0
2 september 2015,Sköldgatan 4,"Ytterby, Kungälvs kommun",95.0,8.0,3.0,399.0,3075000.0
31 augusti 2015,Korpedalsvägen 10,"Aröd, Kungälvs kommun",73.5,8.0,3.0,1099.0,1850000.0
31 augusti 2015,Käckås 110,"Ytterby, Kungälvs kommun",98.0,87.0,5.0,11226.0,4400000.0
28 augusti 2015,Diserödsvägen 7,"Kungälv Romelanda Diseröd, Kungälvs kommun",127.0,52.0,5.0,737.0,2830000.0
26 augusti 2015,Västra Strandgatan 17,"Kungälv - Centrum, Kungälvs kommun",130.0,80.0,5.0,690.0,3575000.0
13 augusti 2015,Lövön 410,"Lövön - Kungälv/Marstrand, Kungälvs kommun",93.0,80.0,3.0,2467.0,3050000.0
30 juli 2015,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",82.0,6.0,4.0,1085.0,1550000.0
24 juli 2015,Truskärsvägen 7,"Tjuvkil, Kungälvs kommun",181.0,83.0,6.0,3390.0,4350000.0
10 juli 2015,Lundby 450,"Kungälv - Kareby, Kungälvs kommun",125.0,142.0,5.0,2522.0,3525000.0
9 juli 2015,Solskiftegatan 63,"Övre Tega - Ytterby, Kungälvs kommun",171.0,31.0,6.0,810.0,4300000.0
8 september 2020,Stora Ryr 110,"Lycke, Kungälvs kommun",116.0,76.0,7.0,1434.0,3795000.0
8 september 2020,Kungälvsvägen 64,"Centralt, Kungälvs kommun",137.0,58.0,5.0,853.0,5350000.0
5 september 2020,Bremnäs 190,"Lycke, Kungälvs kommun",120.0,91.0,None,1559.0,2700000.0
5 september 2020,Prejelvägen 117,"Ullstorp, Kungälvs kommun",122.0,15.0,5.0,596.0,5560000.0
4 september 2020,Lievägen 234,"Kungälv, Kungälvs kommun",106.0,15.0,4.0,319.0,4850000.0
3 september 2020,Situlagatan 4,"Stället, Kungälvs kommun",138.0,15.0,5.0,636.0,6040000.0
3 september 2020,Djupuddsvägen 2,"Marstrand - Instön, Kungälvs kommun",135.0,15.0,5.0,1268.0,5100000.0
